location_name,cause_name,sex_id,sex,year_id,mx,upper,lower
Alaska,Neoplasms,1,Male,1985,295.5019034,307.7796356,282.1191864
Alaska,Neoplasms,1,Male,1986,293.4792863,305.7493704,279.6348682
Alaska,Neoplasms,1,Male,1987,293.5962619,305.7097662,279.7811426
Alaska,Neoplasms,1,Male,1988,293.9342363,305.4167412,280.9789255
Alaska,Neoplasms,1,Male,1989,290.9009865,302.7385501,277.1151869
Alaska,Neoplasms,1,Male,1990,288.8315731,300.8944576,273.8176795
Alaska,Neoplasms,1,Male,1991,285.7421164,297.7110679,271.2760102
Alaska,Neoplasms,1,Male,1992,282.4096282,293.4656041,268.2101527
Alaska,Neoplasms,1,Male,1993,284.0834836,295.2580219,269.90922
Alaska,Neoplasms,1,Male,1994,282.565727,292.8676969,267.8370092
Alaska,Neoplasms,1,Male,1995,284.9466729,296.3564848,270.5227321
Alaska,Neoplasms,1,Male,1996,276.1602813,286.7478364,263.0100041
Alaska,Neoplasms,1,Male,1997,269.2898668,279.7670949,257.0718505
Alaska,Neoplasms,1,Male,1998,264.8443077,275.6045875,252.9086561
Alaska,Neoplasms,1,Male,1999,261.8419803,271.6729187,250.0983142
Alaska,Neoplasms,1,Male,2000,261.3089502,271.2602986,249.8824419
Alaska,Neoplasms,1,Male,2001,260.3743263,271.4756195,249.276302
Alaska,Neoplasms,1,Male,2002,257.6321552,268.6522818,246.7050741
Alaska,Neoplasms,1,Male,2003,251.6812734,262.1718121,242.1129072
Alaska,Neoplasms,1,Male,2004,240.9935695,252.0442487,230.8868134
Alaska,Neoplasms,1,Male,2005,239.5649517,250.0205925,230.1487289
Alaska,Neoplasms,1,Male,2006,234.5544169,245.5779755,225.45807
Alaska,Neoplasms,1,Male,2007,232.7632374,243.8174818,223.767915
Alaska,Neoplasms,1,Male,2008,229.7589011,240.5948875,221.5883998
Alaska,Neoplasms,1,Male,2009,226.0868021,237.1226779,217.5723
Alaska,Neoplasms,1,Male,2010,222.5297038,235.2894934,213.7010554
Alaska,Neoplasms,1,Male,2011,222.8974527,235.1909575,214.0277261
Alaska,Neoplasms,1,Male,2012,218.8419679,231.2129026,209.9435073
Alaska,Neoplasms,1,Male,2013,220.127342,232.4539564,211.0292292
Alaska,Neoplasms,1,Male,2014,223.9808996,236.3316565,214.5070735
Alaska,Neoplasms,2,Female,1980,192.4165505,202.0569172,183.5534873
Alaska,Neoplasms,2,Female,1981,190.8210424,200.4401364,181.6563613
Alaska,Neoplasms,2,Female,1982,189.4565673,198.2417351,181.0075908
Alaska,Neoplasms,2,Female,1983,189.283192,197.5060979,181.1356462
Alaska,Neoplasms,2,Female,1984,189.2759376,197.6708991,180.7874276
Alaska,Neoplasms,2,Female,1985,190.8455888,199.4954943,182.201629
Alaska,Neoplasms,2,Female,1986,192.8167614,201.5391536,184.7847577
Alaska,Neoplasms,2,Female,1987,191.9369909,199.9907793,183.8301563
Alaska,Neoplasms,2,Female,1988,193.3064163,201.1352757,185.1262139
Alaska,Neoplasms,2,Female,1989,190.5620671,198.3726413,182.5635231
Alaska,Neoplasms,2,Female,1990,189.1799941,197.0293506,181.1887298
Alaska,Neoplasms,2,Female,1991,190.3111751,198.3675716,182.2131467
Alaska,Neoplasms,2,Female,1992,189.3322305,196.7719251,181.7075676
Alaska,Neoplasms,2,Female,1993,190.3501463,197.9153289,182.5085548
Alaska,Neoplasms,2,Female,1994,189.9478451,197.4010134,181.9488521
Alaska,Neoplasms,2,Female,1995,191.8486917,199.5173025,184.2900696
Alaska,Neoplasms,2,Female,1996,190.0154711,197.3780001,182.4108509
Alaska,Neoplasms,2,Female,1997,187.9794311,194.8045106,180.4405471
Alaska,Neoplasms,2,Female,1998,185.4477081,192.401013,178.5512072
Alaska,Neoplasms,2,Female,1999,187.4514459,194.0680255,180.7610322
Alaska,Neoplasms,2,Female,2000,186.6909956,193.6617906,179.7632111
Alaska,Neoplasms,2,Female,2001,187.2235137,194.6197364,180.3747985
Alaska,Neoplasms,2,Female,2002,185.5421495,192.3393807,178.450777
Alaska,Neoplasms,2,Female,2003,182.5713693,189.675073,176.1309256
Alaska,Neoplasms,2,Female,2004,176.9563329,183.481714,170.4264808
Alaska,Neoplasms,2,Female,2005,176.7803916,183.2923069,169.8190357
Alaska,Neoplasms,2,Female,2006,177.3678587,183.99693,171.0642449
Alaska,Neoplasms,2,Female,2007,174.2672576,180.4534174,167.7139107
Alaska,Neoplasms,2,Female,2008,172.2679596,178.9302999,165.6950271
Alaska,Neoplasms,2,Female,2009,172.8224922,179.6527502,165.8517419
Alaska,Neoplasms,2,Female,2010,169.5297678,176.437487,163.1288607
Alaska,Neoplasms,2,Female,2011,169.8454057,176.5332285,163.234354
Alaska,Neoplasms,2,Female,2012,169.0670816,176.2783091,162.4965115
Alaska,Neoplasms,2,Female,2013,170.5576305,177.6904265,163.8873383
Alaska,Neoplasms,2,Female,2014,170.0476079,176.6911506,163.5070982
Arizona,Neoplasms,1,Male,1980,274.1991363,283.9255751,264.4898836
Arizona,Neoplasms,1,Male,1981,272.594432,281.8908124,263.3842334
Arizona,Neoplasms,1,Male,1982,270.4200547,279.0215655,261.3833066
Arizona,Neoplasms,1,Male,1983,263.1394819,272.7132956,253.1544741
Arizona,Neoplasms,1,Male,1984,265.7808494,274.4939991,256.2550846
Arizona,Neoplasms,1,Male,1985,265.4612822,273.9273809,256.1341035
Arizona,Neoplasms,1,Male,1986,264.7087657,273.0550577,255.2619487
Arizona,Neoplasms,1,Male,1987,266.2847171,275.2091499,255.7268734
Arizona,Neoplasms,1,Male,1988,268.0574868,275.638957,258.2040545
Arizona,Neoplasms,1,Male,1989,258.8808736,266.3468465,247.958947
Arizona,Neoplasms,1,Male,1990,260.399191,267.5441316,249.2903505
Arizona,Neoplasms,1,Male,1991,260.0401791,267.2705763,248.4117365
Arizona,Neoplasms,1,Male,1992,258.1414894,265.7665323,246.6087726
Arizona,Neoplasms,1,Male,1993,258.1753289,265.1050953,246.9217588
Arizona,Neoplasms,1,Male,1994,257.1040316,264.615833,246.1015352
Arizona,Neoplasms,1,Male,1995,248.2926648,255.4868748,236.691356
Arizona,Neoplasms,1,Male,1996,246.8809547,254.0315975,236.056082
Arizona,Neoplasms,1,Male,1997,237.4601308,244.1661433,225.8355129
Arizona,Neoplasms,1,Male,1998,232.690907,239.2475674,222.9147675
Arizona,Neoplasms,1,Male,1999,237.2491182,244.1018633,228.2044075
Arizona,Neoplasms,1,Male,2000,234.6846326,241.8446077,226.0262554
Arizona,Neoplasms,1,Male,2001,227.7865548,235.6980855,220.3115787
Arizona,Neoplasms,1,Male,2002,232.1253111,240.1136029,224.7976299
Arizona,Neoplasms,1,Male,2003,227.3165637,235.6279738,220.6873841
Arizona,Neoplasms,1,Male,2004,219.4212158,227.5889101,213.260621
Arizona,Neoplasms,1,Male,2005,218.9086266,227.6725352,212.6807114
Arizona,Neoplasms,1,Male,2006,216.6698529,225.1177182,210.5749739
Arizona,Neoplasms,1,Male,2007,211.9023295,221.6699692,206.0648338
Arizona,Neoplasms,1,Male,2008,207.0525791,216.2274909,201.1680602
Arizona,Neoplasms,1,Male,2009,204.9979396,214.5830626,198.7868352
Arizona,Neoplasms,1,Male,2010,202.0722255,211.9405777,196.4040346
Arizona,Neoplasms,1,Male,2011,198.5504833,208.5930799,193.0908241
Arizona,Neoplasms,1,Male,2012,200.9311862,211.4317007,195.2486689
Arizona,Neoplasms,1,Male,2013,198.4414919,209.0687799,192.8348231
Arizona,Neoplasms,1,Male,2014,199.8768797,210.2102775,193.9748551
Arizona,Neoplasms,2,Female,1980,169.9844547,174.8659117,164.6430717
Arizona,Neoplasms,2,Female,1981,164.9317252,169.7118331,160.1123315
Arizona,Neoplasms,2,Female,1982,165.2951296,169.6878876,160.0351219
Arizona,Neoplasms,2,Female,1983,165.8650616,170.2681859,161.1358261
Arizona,Neoplasms,2,Female,1984,167.6111322,172.3994404,162.979073
Arizona,Neoplasms,2,Female,1985,167.0012459,171.8044973,162.2612299
Arizona,Neoplasms,2,Female,1986,166.6502075,170.8746976,162.2520899
Arizona,Neoplasms,2,Female,1987,167.9108145,171.9512521,162.7470488
Arizona,Neoplasms,2,Female,1988,168.5745807,172.8654991,163.9922597
Arizona,Neoplasms,2,Female,1989,168.9202019,173.2210833,163.9566427
Arizona,Neoplasms,2,Female,1990,167.9771876,172.2177502,163.0058649
Arizona,Neoplasms,2,Female,1991,167.7243178,172.0084885,162.9458682
Arizona,Neoplasms,2,Female,1992,165.4680612,169.4797562,160.5606304
Arizona,Neoplasms,2,Female,1993,167.2394403,171.2985652,162.4187721
Arizona,Neoplasms,2,Female,1994,168.0991278,172.4241918,163.2510765
Arizona,Neoplasms,2,Female,1995,166.0728925,169.8683841,161.3389723
Arizona,Neoplasms,2,Female,1996,162.9006532,166.9027238,158.555326
Arizona,Neoplasms,2,Female,1997,162.9058116,166.8738229,159.1340367
Arizona,Neoplasms,2,Female,1998,158.712815,162.4552355,154.7471672
Arizona,Neoplasms,2,Female,1999,161.5060292,165.0140959,157.4503913
Arizona,Neoplasms,2,Female,2000,161.2189806,164.8294854,157.2430037
Arizona,Neoplasms,2,Female,2001,161.9603417,165.6688695,158.0113003
Arizona,Neoplasms,2,Female,2002,158.4373729,162.3459463,154.6014864
Arizona,Neoplasms,2,Female,2003,157.1759025,160.8172625,153.5324438
Arizona,Neoplasms,2,Female,2004,154.2165088,157.8378018,150.7764487
Arizona,Neoplasms,2,Female,2005,154.7724332,158.5905391,151.1274703
Arizona,Neoplasms,2,Female,2006,153.7711695,157.1678827,150.3912078
Arizona,Neoplasms,2,Female,2007,149.6918614,153.3420436,146.1317671
Arizona,Neoplasms,2,Female,2008,147.7363006,151.2092532,144.435981
Arizona,Neoplasms,2,Female,2009,148.8808533,152.3317972,145.4766781
Arizona,Neoplasms,2,Female,2010,145.8786374,149.698921,142.3603343
Arizona,Neoplasms,2,Female,2011,146.6571378,150.318433,143.3078418
Arizona,Neoplasms,2,Female,2012,146.6754381,150.6612873,143.3547821
Arizona,Neoplasms,2,Female,2013,145.9947476,149.7077384,142.669253
Arizona,Neoplasms,2,Female,2014,146.1923142,149.967383,142.7574554
Arkansas,Neoplasms,1,Male,1980,344.1648781,353.9775794,333.6026112
Arkansas,Neoplasms,1,Male,1981,340.6948487,350.9275976,329.442106
Arkansas,Neoplasms,1,Male,1982,338.065497,347.2374203,327.8646439
Arkansas,Neoplasms,1,Male,1983,338.207921,347.6692269,326.6625326
Arkansas,Neoplasms,1,Male,1984,338.7759917,348.4111148,327.5818982
Arkansas,Neoplasms,1,Male,1985,341.1616556,350.2935063,330.5572692
Arkansas,Neoplasms,1,Male,1986,342.6833455,351.8616687,331.2128677
Arkansas,Neoplasms,1,Male,1987,341.5707196,349.8131678,329.0211668
Arkansas,Neoplasms,1,Male,1988,341.5287081,349.8998151,329.2454261
Arkansas,Neoplasms,1,Male,1989,338.3900287,346.2866731,325.6810353
Arkansas,Neoplasms,1,Male,1990,337.1828476,344.3979658,323.8816225
Arkansas,Neoplasms,1,Male,1991,333.7054373,341.271756,319.2172281
Arkansas,Neoplasms,1,Male,1992,331.6112593,339.0277614,317.4415749
Arkansas,Neoplasms,1,Male,1993,335.1426514,342.5571132,320.63076
Arkansas,Neoplasms,1,Male,1994,333.2565734,341.0852596,319.2602656
Arkansas,Neoplasms,1,Male,1995,335.0163738,342.4752913,320.7736769
Arkansas,Neoplasms,1,Male,1996,325.7118011,333.1076897,312.280325
Arkansas,Neoplasms,1,Male,1997,318.8845335,326.3578325,305.8408064
Arkansas,Neoplasms,1,Male,1998,316.0757806,323.5471459,303.307903
Arkansas,Neoplasms,1,Male,1999,314.7469091,322.492058,303.4402489
Arkansas,Neoplasms,1,Male,2000,312.6276729,321.4355941,301.5680922
Arkansas,Neoplasms,1,Male,2001,310.547241,319.5621619,300.6756025
Arkansas,Neoplasms,1,Male,2002,308.4989878,317.932304,299.5303396
Arkansas,Neoplasms,1,Male,2003,304.0083713,313.9883638,295.8096051
Arkansas,Neoplasms,1,Male,2004,294.0983725,304.1902702,286.8079624
Arkansas,Neoplasms,1,Male,2005,293.7169127,304.7677466,286.6333577
Arkansas,Neoplasms,1,Male,2006,289.2291189,300.7138549,282.1547055
Arkansas,Neoplasms,1,Male,2007,283.205837,294.5228677,276.2079747
Arkansas,Neoplasms,1,Male,2008,282.3603015,294.8413177,275.7798162
Arkansas,Neoplasms,1,Male,2009,278.2300986,291.5436904,271.5992097
Arkansas,Neoplasms,1,Male,2010,274.3798503,286.6662567,267.6651847
Arkansas,Neoplasms,1,Male,2011,273.5529334,287.1860208,266.447124
Arkansas,Neoplasms,1,Male,2012,271.9955145,284.891163,265.0692758
Arkansas,Neoplasms,1,Male,2013,271.5268856,285.5000109,263.8337017
Arkansas,Neoplasms,1,Male,2014,274.2245456,287.788351,266.9287561
Arkansas,Neoplasms,2,Female,1980,182.5466171,185.9996889,178.9711803
Arkansas,Neoplasms,2,Female,1981,181.5540222,184.8201649,177.963246
Arkansas,Neoplasms,2,Female,1982,180.3325244,183.4570589,176.5411228
Arkansas,Neoplasms,2,Female,1983,181.9131838,184.9591109,178.1953655
Arkansas,Neoplasms,2,Female,1984,183.188865,186.2880631,179.4012677
Arkansas,Neoplasms,2,Female,1985,185.7850716,189.0024508,181.9055874
Arkansas,Neoplasms,2,Female,1986,186.2680084,189.4214556,182.4693912
Arkansas,Neoplasms,2,Female,1987,187.6957959,190.9814972,183.4375351
Arkansas,Neoplasms,2,Female,1988,189.8774861,192.9635148,185.2867966
Arkansas,Neoplasms,2,Female,1989,189.395242,192.4674173,184.6848319
Arkansas,Neoplasms,2,Female,1990,188.2604353,191.5805537,183.7518285
Arkansas,Neoplasms,2,Female,1991,190.2361724,193.4943079,185.0288857
Arkansas,Neoplasms,2,Female,1992,188.1938707,191.4602927,183.6818171
Arkansas,Neoplasms,2,Female,1993,191.8087798,195.2412932,186.9274762
Arkansas,Neoplasms,2,Female,1994,191.013222,194.3923167,186.7462848
Arkansas,Neoplasms,2,Female,1995,193.1676068,196.4603679,188.7040999
Arkansas,Neoplasms,2,Female,1996,190.0948693,193.2794093,186.0702911
Arkansas,Neoplasms,2,Female,1997,190.0258586,193.3322722,186.2194719
Arkansas,Neoplasms,2,Female,1998,188.1775804,191.5494823,184.6594174
Arkansas,Neoplasms,2,Female,1999,189.4318416,192.8629376,185.7793188
Arkansas,Neoplasms,2,Female,2000,189.3078186,192.759773,185.9655573
Arkansas,Neoplasms,2,Female,2001,190.5426746,193.9743145,187.2035486
Arkansas,Neoplasms,2,Female,2002,189.3267685,192.995709,186.1582085
Arkansas,Neoplasms,2,Female,2003,188.5268885,191.9428664,185.1719315
Arkansas,Neoplasms,2,Female,2004,185.012829,188.5020445,181.7190407
Arkansas,Neoplasms,2,Female,2005,185.3345388,188.9389399,182.2823694
Arkansas,Neoplasms,2,Female,2006,183.7383542,187.1071815,180.531598
Arkansas,Neoplasms,2,Female,2007,181.5246883,185.1599533,178.3331659
Arkansas,Neoplasms,2,Female,2008,180.243816,183.6870639,176.9220764
Arkansas,Neoplasms,2,Female,2009,179.8521434,183.4764905,176.6800804
Arkansas,Neoplasms,2,Female,2010,177.5776196,181.3227715,174.2810137
Arkansas,Neoplasms,2,Female,2011,177.7607965,181.4515234,174.3321639
Arkansas,Neoplasms,2,Female,2012,177.6676101,181.6796407,174.122801
Arkansas,Neoplasms,2,Female,2013,177.0259725,181.0940044,173.2804285
Arkansas,Neoplasms,2,Female,2014,178.4190054,182.8053466,174.4453462
California,Neoplasms,1,Male,1980,295.6977769,304.8513766,286.3367042
California,Neoplasms,1,Male,1981,291.7528625,300.3596105,282.1215664
California,Neoplasms,1,Male,1982,288.7774926,297.9563817,279.0662317
California,Neoplasms,1,Male,1983,282.0007825,290.5170189,272.6401761
California,Neoplasms,1,Male,1984,286.4994798,294.3104226,276.7933265
California,Neoplasms,1,Male,1985,286.8871882,295.243736,277.099889
California,Neoplasms,1,Male,1986,284.0417887,291.3694116,273.8405953
California,Neoplasms,1,Male,1987,281.0447187,288.7946131,270.7252666
California,Neoplasms,1,Male,1988,279.2284664,285.8439982,269.0921297
California,Neoplasms,1,Male,1989,275.3417152,281.4114179,264.7520526
California,Neoplasms,1,Male,1990,270.132532,276.1728981,258.7897196
California,Neoplasms,1,Male,1991,268.0663981,274.1141763,256.7371926
California,Neoplasms,1,Male,1992,263.8129585,269.5946735,252.1549476
California,Neoplasms,1,Male,1993,265.1903627,271.0459295,253.3869619
California,Neoplasms,1,Male,1994,262.1907748,268.1414061,250.566436
California,Neoplasms,1,Male,1995,262.5097261,268.2579641,250.5819943
California,Neoplasms,1,Male,1996,251.1549111,256.8361462,240.0568422
California,Neoplasms,1,Male,1997,244.7666997,250.3539987,234.6973413
California,Neoplasms,1,Male,1998,238.7969095,244.4483855,229.1511681
California,Neoplasms,1,Male,1999,238.170337,244.5987675,229.1927338
California,Neoplasms,1,Male,2000,235.1757122,241.5930991,227.1162763
California,Neoplasms,1,Male,2001,234.6125339,241.5485049,227.114278
California,Neoplasms,1,Male,2002,229.0268435,237.0103802,222.0306299
California,Neoplasms,1,Male,2003,225.5030269,233.319464,219.0777566
California,Neoplasms,1,Male,2004,217.0809273,225.2893668,211.1953826
California,Neoplasms,1,Male,2005,216.450611,224.7845617,210.7284461
California,Neoplasms,1,Male,2006,212.4956842,221.3661835,207.4339207
California,Neoplasms,1,Male,2007,208.9399802,218.1935262,203.8453167
California,Neoplasms,1,Male,2008,204.3428015,213.2402753,199.6754561
California,Neoplasms,1,Male,2009,202.6535077,212.1685998,198.0473563
California,Neoplasms,1,Male,2010,197.8132763,207.4109663,193.1149131
California,Neoplasms,1,Male,2011,196.7020404,206.7318481,191.9835825
California,Neoplasms,1,Male,2012,194.8391669,204.9907839,190.2291104
California,Neoplasms,1,Male,2013,193.1166661,203.3550252,188.3980509
California,Neoplasms,1,Male,2014,194.1498395,204.8192984,189.1452981
California,Neoplasms,2,Female,1980,190.0016519,193.0050674,186.6406593
California,Neoplasms,2,Female,1981,187.5990986,190.4947031,184.3644057
California,Neoplasms,2,Female,1982,186.6001701,189.5785065,183.1940719
California,Neoplasms,2,Female,1983,185.4338122,188.2394618,181.9341373
California,Neoplasms,2,Female,1984,187.0804229,189.8747336,183.8469366
California,Neoplasms,2,Female,1985,187.9467449,190.6278662,184.449406
California,Neoplasms,2,Female,1986,186.7912011,189.6017635,183.2756453
California,Neoplasms,2,Female,1987,187.4988635,190.3178174,183.3481974
California,Neoplasms,2,Female,1988,187.0783996,189.8724044,182.8111646
California,Neoplasms,2,Female,1989,185.301158,187.9538438,181.1300251
California,Neoplasms,2,Female,1990,181.8019959,184.5010418,177.2884574
California,Neoplasms,2,Female,1991,183.9386927,186.7896811,179.574148
California,Neoplasms,2,Female,1992,179.7421482,182.3783751,175.5208228
California,Neoplasms,2,Female,1993,181.5928159,184.4198933,177.2940303
California,Neoplasms,2,Female,1994,180.7431473,183.4466766,176.5910548
California,Neoplasms,2,Female,1995,179.3579808,182.0081416,175.4640928
California,Neoplasms,2,Female,1996,176.5750809,179.2537983,173.2269587
California,Neoplasms,2,Female,1997,174.8181015,177.5518116,171.5144003
California,Neoplasms,2,Female,1998,169.9952771,172.5385764,167.0444572
California,Neoplasms,2,Female,1999,171.117755,173.6799104,168.1264509
California,Neoplasms,2,Female,2000,169.1424622,171.6804286,166.636721
California,Neoplasms,2,Female,2001,171.8945545,174.3763247,169.2835786
California,Neoplasms,2,Female,2002,166.7823442,169.3064975,164.2662564
California,Neoplasms,2,Female,2003,164.9269471,167.1988153,162.5427024
California,Neoplasms,2,Female,2004,159.2343327,161.5227955,156.8814087
California,Neoplasms,2,Female,2005,159.5708889,162.0057749,157.2247243
California,Neoplasms,2,Female,2006,157.8414399,160.2197574,155.5303248
California,Neoplasms,2,Female,2007,154.163954,156.5900093,151.813027
California,Neoplasms,2,Female,2008,151.078088,153.579385,148.5893175
California,Neoplasms,2,Female,2009,151.2146957,153.6989656,148.8825137
California,Neoplasms,2,Female,2010,148.2050545,150.8247237,145.8926175
California,Neoplasms,2,Female,2011,147.3778216,149.9121636,145.1063966
California,Neoplasms,2,Female,2012,147.3805232,150.2834947,144.9574947
California,Neoplasms,2,Female,2013,144.4115226,147.2037322,141.7354588
California,Neoplasms,2,Female,2014,144.326197,147.3264545,141.6161023
Colorado,Neoplasms,1,Male,1980,253.8449484,263.0864571,244.9402274
Colorado,Neoplasms,1,Male,1981,253.4626182,262.3743006,244.5007406
Colorado,Neoplasms,1,Male,1982,246.5513307,255.4290459,237.7846437
Colorado,Neoplasms,1,Male,1983,244.7223618,252.7058242,236.0351142
Colorado,Neoplasms,1,Male,1984,246.4990895,254.5604374,237.3959148
Colorado,Neoplasms,1,Male,1985,244.3838657,252.3125252,235.0839201
Colorado,Neoplasms,1,Male,1986,247.1980268,255.279866,237.4959729
Colorado,Neoplasms,1,Male,1987,248.064734,255.9734229,237.7373662
Colorado,Neoplasms,1,Male,1988,245.7027125,253.4630614,235.2776508
Colorado,Neoplasms,1,Male,1989,245.7602581,253.7430418,235.1574986
Colorado,Neoplasms,1,Male,1990,246.4714255,253.9298441,235.3722189
Colorado,Neoplasms,1,Male,1991,244.8451907,252.3641137,233.2924172
Colorado,Neoplasms,1,Male,1992,238.9442916,246.1838298,227.6179788
Colorado,Neoplasms,1,Male,1993,242.370554,249.7443508,231.0456165
Colorado,Neoplasms,1,Male,1994,243.6824689,251.385524,232.0195131
Colorado,Neoplasms,1,Male,1995,241.8348382,249.0612322,230.0227641
Colorado,Neoplasms,1,Male,1996,235.236607,242.3116577,223.6005363
Colorado,Neoplasms,1,Male,1997,230.9765658,238.278302,219.9525913
Colorado,Neoplasms,1,Male,1998,229.616627,236.9912523,218.9116172
Colorado,Neoplasms,1,Male,1999,224.9501178,232.066376,215.7141164
Colorado,Neoplasms,1,Male,2000,222.4589662,229.7574653,213.5396309
Colorado,Neoplasms,1,Male,2001,221.2590907,228.9164398,213.2010591
Colorado,Neoplasms,1,Male,2002,223.498409,231.935765,216.1216445
